date,experiment,player0_name,player0_file,player1_name,player1_file,seed,winner,reward0,reward1,status0,status1
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,0,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,1,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,2,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,3,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,4,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,5,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,6,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,7,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,8,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,9,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,10,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,11,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,12,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,13,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,14,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,15,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,16,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,17,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,18,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,19,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,20,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,21,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,22,v3_defense,-1,1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,23,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,24,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,25,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,26,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,27,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,28,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,29,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,30,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,31,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,32,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,33,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,34,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,35,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,36,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,37,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,38,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,39,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,40,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,41,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,42,final_improved,1,-1,DONE,DONE
2026/05/29,final_improved_vs_v3_100,final_improved,versions\final.py,v3_defense,versions\v3_defense.py,43,final_improved,1,-1,DONE,DONE
